file,class,method_x_x,ATFD_x,ATLD_x,LAA_x,FDP_x,line_x,method_y,fanin_x,fanout_x,wmc_x,loc_x,returnsQty_x,variablesQty_x,parametersQty_x,loopQty_x,anonymousClassesQty_x,innerClassesQty_x,method_x_y,ATFD_y,ATLD_y,LAA_y,FDP_y,line_y,fanin_y,fanout_y,wmc_y,loc_y,returnsQty_y,variablesQty_y,parametersQty_y,loopQty_y,anonymousClassesQty_y,innerClassesQty_y
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,"addQueryMapParams/2[java.lang.String,java.util.Map]",1.0,0.0,0.0,1.0,845,"addQueryMapParams/2[java.lang.String,java.util.Map]",1,0,1,6,1,0,2,0,0,0,"addQueryMapParams/2[java.lang.String,java.util.Map]",1.0,0.0,0.0,1.0,859,1,0,1,6,1,0,2,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,"addQueryParam/2[java.lang.String,java.lang.Object]",1.0,0.0,0.0,1.0,831,"addQueryParam/2[java.lang.String,java.lang.Object]",10,0,1,6,1,0,2,0,0,0,"addQueryParam/2[java.lang.String,java.lang.Object]",1.0,0.0,0.0,1.0,845,10,0,1,6,1,0,2,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,build/0,19.0,11.0,0.36666667,6.0,931,build/0,48,11,6,32,1,3,0,3,0,0,build/0,19.0,11.0,0.36666667,6.0,945,48,11,6,32,1,3,0,3,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,dummySync/0,0.0,0.0,-1.0,0.0,972,dummySync/0,0,0,1,3,1,0,0,0,0,0,dummySync/0,0.0,0.0,-1.0,0.0,986,0,0,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setBody/1[java.lang.Object],1.0,0.0,0.0,1.0,887,setBody/1[java.lang.Object],5,0,1,6,1,0,1,0,0,0,setBody/1[java.lang.Object],1.0,0.0,0.0,1.0,901,5,0,1,6,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setFormEncoded/0,1.0,1.0,0.5,1.0,926,setFormEncoded/0,6,0,1,4,1,0,0,0,0,0,setFormEncoded/0,1.0,1.0,0.5,1.0,940,6,0,1,4,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setHasBody/0,0.0,1.0,1.0,0.0,797,setHasBody/0,15,0,1,4,1,0,0,0,0,0,setHasBody/0,0.0,1.0,1.0,0.0,811,15,0,1,4,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setMethod/1[java.lang.String],0.0,1.0,1.0,0.0,792,setMethod/1[java.lang.String],48,0,1,4,1,0,1,0,0,0,setMethod/1[java.lang.String],0.0,1.0,1.0,0.0,806,48,0,1,4,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setMultipart/0,1.0,1.0,0.5,1.0,921,setMultipart/0,4,0,1,4,1,0,0,0,0,0,setMultipart/0,1.0,1.0,0.5,1.0,935,4,0,1,4,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setPath/1[java.lang.String],0.0,1.0,1.0,0.0,807,setPath/1[java.lang.String],48,0,1,4,1,0,1,0,0,0,setPath/1[java.lang.String],0.0,1.0,1.0,0.0,821,48,0,1,4,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setQuery/1[java.lang.String],0.0,1.0,1.0,0.0,812,setQuery/1[java.lang.String],2,0,1,4,1,0,1,0,0,0,setQuery/1[java.lang.String],0.0,1.0,1.0,0.0,826,2,0,1,4,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RequestBuilderTest.java,retrofit.RequestBuilderTest.Helper,setUrl/1[java.lang.String],0.0,1.0,1.0,0.0,802,setUrl/1[java.lang.String],48,0,1,4,1,0,1,0,0,0,setUrl/1[java.lang.String],0.0,1.0,1.0,0.0,816,48,0,1,4,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\client\Defaults.java,retrofit.client.Defaults,Defaults/0,0.0,0.0,-1.0,0.0,7,Defaults/0,0,0,1,2,0,0,0,0,0,0,Defaults/0,0.0,0.0,-1.0,0.0,7,0,0,1,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,fileName/0,0.0,0.0,-1.0,0.0,95,fileName/0,0,0,1,3,1,0,0,0,0,0,fileName/0,0.0,0.0,-1.0,0.0,95,0,0,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,length/0,1.0,0.0,0.0,1.0,103,length/0,0,0,1,3,1,0,0,0,0,0,length/0,1.0,0.0,0.0,1.0,103,0,0,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,mimeType/0,0.0,1.0,1.0,0.0,99,mimeType/0,0,0,1,3,1,0,0,0,0,0,mimeType/0,0.0,1.0,1.0,0.0,99,0,0,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,writeTo/1[java.io.OutputStream],0.0,1.0,1.0,0.0,107,writeTo/1[java.io.OutputStream],0,0,1,3,0,0,1,0,0,0,writeTo/1[java.io.OutputStream],0.0,1.0,1.0,0.0,107,0,0,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\converter\GsonConverter.java,retrofit.converter.GsonConverter.JsonTypedOutput,"JsonTypedOutput/2[byte[],java.lang.String]",0.0,2.0,1.0,0.0,90,"JsonTypedOutput/2[byte[],java.lang.String]",1,0,1,4,0,0,2,0,0,0,"JsonTypedOutput/2[byte[],java.lang.String]",0.0,2.0,1.0,0.0,90,1,0,1,4,0,0,2,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedInput.java,retrofit.mime.TypedInput,in/0,0.0,0.0,-1.0,0.0,38,in/0,14,0,1,1,0,0,0,0,0,0,in/0,0.0,0.0,-1.0,0.0,38,13,0,1,1,0,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedInput.java,retrofit.mime.TypedInput,length/0,0.0,0.0,-1.0,0.0,32,length/0,2,0,1,1,0,0,0,0,0,0,length/0,0.0,0.0,-1.0,0.0,32,2,0,1,1,0,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\mime\TypedInput.java,retrofit.mime.TypedInput,mimeType/0,0.0,0.0,-1.0,0.0,29,mimeType/0,6,0,1,1,0,0,0,0,0,0,mimeType/0,0.0,0.0,-1.0,0.0,29,6,0,1,1,0,0,0,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.6Example,a/1[retrofit.Callback],0.0,0.0,-1.0,0.0,155,a/1[retrofit.Callback],0,0,1,2,0,0,1,0,0,0,a/1[retrofit.Callback],0.0,0.0,-1.0,0.0,153,0,0,1,2,0,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.5Example,"a/2[java.lang.String,retrofit.Callback]",0.0,0.0,-1.0,0.0,143,"a/2[java.lang.String,retrofit.Callback]",0,0,1,2,0,0,2,0,0,0,"a/2[java.lang.String,retrofit.Callback]",0.0,0.0,-1.0,0.0,141,0,0,1,2,0,0,2,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\test\java\retrofit\RestMethodInfoTest.java,retrofit.RestMethodInfoTest.40Example,a/1[java.util.List],0.0,0.0,-1.0,0.0,716,a/1[java.util.List],0,0,1,3,1,0,1,0,0,0,a/1[java.util.List],0.0,0.0,-1.0,0.0,717,0,0,1,3,1,0,1,0,0,0
C:\Users\syuuj\gitProject\retrofit\retrofit\src\main\java\retrofit\appengine\UrlFetchClient.java,retrofit.appengine.UrlFetchClient,createRequest/1[retrofit.client.Request],7.0,1.0,0.125,3.0,63,createRequest/1[retrofit.client.Request],5,8,3,15,1,5,1,1,0,0,createRequest/1[retrofit.client.Request],7.0,1.0,0.125,3.0,63,5,8,3,15,1,5,1,1,0,0
